TYPE,COMPANY,ZONE,STATION,VOLTAGE,NAME,LONG NAME
LINE,AE,AE,ABSECON,69 KV,ABS-CAR,ABSECON-CARDIFF 0781
LINE,AE,AE,ABSECON,69 KV,ABS-CHES,ABSECON-CHESTNAE ABS-CHES
LINE,AE,AE,ABSECON,69 KV,ABS-LEW,ABSECON-LEWIS 0781
LINE,AE,AE,ABSECON,69 KV,ABS-LEW1,ABSECON-LEWIS 0702
LINE,AE,AE,ATCO,69 KV,ATC-BER,ATCO-BERLIN 0706-2
LINE,AE,AE,ATCO,69 KV,ATC-TAB,ATCO-TABERNAC 0783
LINE,AE,AE,ATCO,69 KV,ATC-TAN,ATCO-TANSBORO 0707
LINE,AE,AE,BARNEGAT,69 KV,BAR-CED1,BARNEGAT-CEDAR 0777
LINE,AE,AE,BARNEGAT,69 KV,BAR-CED2,BARNEGAT-CEDAR 0791
LINE,AE,AE,BECKETT,69 KV,BEC-CHU,BECKETT-CHURCHTO BEC-CHU
LINE,AE,AE,BECKETT,69 KV,BEC-PAU,BECKETT-PAULSBORO  0722-2
LINE,AE,AE,BERLIN,69 KV,BER-SIL,BERLIN-SILVERLA 0706-1
LINE,AE,AE,BRIDGEPO,230 KV,BRI-MIC,BRIDGEPO-MICKLETO 2315
LINE,AE,AE,BRIDGEPO,230 KV,BRI-PED,BRIDGEPO-PEDRICKT 2311
LINE,AE,AE,BUTLER,69 KV,BUT-LINC,BUTLER-LINCOLN3 BUT-LINC
LINE,AE,AE,BUTLER,69 KV,BUT-SHE,BUTLER-SHERMAN 0778
LINE,AE,AE,BUTLER,69 KV,BUT-VIN,BUTLER-VINELAND 0789
LINE,AE,AE,CAPEMAY,69 KV,CAP-RIO5,CAPE MAY- RIOGRAND5 0735-3
LINE,AE,AE,CAPEMAY,69 KV,CAP-RIO7,CAPE MAY- RIOGRAND 0737-3
LINE,AE,AE,CARDIFF,138 KV,CAR-LEW,LEWIS  -CARDIFF  1418
LINE,AE,AE,CARDIFF,138 KV,CAR-LEW2,CARDIFF-LEWIS CAR-LEW2
LINE,AE,AE,CARDIFF,230 KV,CAR-CED,CARDIFF-CEDAR 2317
LINE,AE,AE,CARDIFF,230 KV,CAR-NEW,CARDIFF-NEWFREED 2310
LINE,AE,AE,CARDIFF,230 KV,CAR-ORC,CARDIFF-ORCHARD CAR-ORC
LINE,AE,AE,CARDIFF,69 KV,CAR-MILL,CARDIFF-MILL 0782
LINE,AE,AE,CARLLS,69 KV,CAR-LAU,CARLLS-LAUREL 0709
LINE,AE,AE,CARLLS,69 KV,CAR-SHE,CARLLS-SHERMAN 0739
LINE,AE,AE,CARNEYPT,69 KV,CAR-CHU,CARNEYPT-CHURCHTO CAR-CHU
LINE,AE,AE,CARNEYPT,69 KV,CAR-PENN,CARNEYPT-PENNSGRO CAR-PENN
LINE,AE,AE,CEDAR,230 KV,CED-OYS,CEDAR-OYSTERCR
LINE,AE,AE,CEDAR,69 KV,CED-MOT4,CEDAR-MOTTS 0795
LINE,AE,AE,CEDAR,69 KV,CED-MOT5,CEDAR-MOTTS 0770
LINE,AE,AE,CEDAR,69 KV,CED-SHI,CEDAR-SHIPBOTT 767
LINE,AE,AE,CEDAR,69 KV,CED-SHI2,CEDAR-SHIPBOTT 766
LINE,AE,AE,CHAMBERS,230 KV,CHA-CHU,CHAMBERS-CHURCHTO 2313
LINE,AE,AE,CHAMBERS,230 KV,CHA-PED,CHAMBERS-PEDRICKT 2312
LINE,AE,AE,CHESTNAE,69 KV,CHE-MOSS,CHESTNAE-MOSSMILL 0796-2
LINE,AE,AE,CHESTNAE,69 KV,CHE-MOT6,CHESTNAE-MOTTS  0796-1
LINE,AE,AE,CHURCHTO,138 KV,CHU-UPP,CHURCHTO-UPPERPIT CHU-UPP
LINE,AE,AE,CHURCHTO,230 KV,CHU-ORC,CHURCHTO-ORCHARD  CHU-ORC
LINE,AE,AE,CHURCHTO,69 KV,CHU-QUI,CHURCHTO-QUINTON  0723
LINE,AE,AE,CHURCHTO,69 KV,CHU-SAL,CHURCHTO-SALEM AE CHU-SAL
LINE,AE,AE,CHURCHTO,69 KV,CHU-WOO5,CHURCHTO-WOODSTOW CHU-WOO5
LINE,AE,AE,CHURCHTO,69 KV,CHU-WOO6,CHURCHTO-WOODSTOW CHU-WOO6
LINE,AE,AE,CLAYTNAE,69 KV,CLA-WIL,CLAYTNAE-WILLIAMT 0716-2
LINE,AE,AE,CLAYTNAE,69 KV,CLA-WOO,CLAYTON AE-WOODSTOWN  0714
LINE,AE,AE,CORSON,138 KV,COR-DEN,CORSON-DENNIS 1417
LINE,AE,AE,CORSON,138 KV,COR-MDT,CORSON-MIDDLTAP 1403-2
LINE,AE,AE,CORSON,138 KV,COR-MER,CORSON-MERION 1411
LINE,AE,AE,CORSON,138 KV,COR-MID,CORSON-MIDD AE 1412
LINE,AE,AE,CORSON,138 KV,COR-UNI,CORSON-UNION 1402
LINE,AE,AE,CORSON,69 KV,COR-COU,CORSON-COURT 0720-1
LINE,AE,AE,CORSON,69 KV,COR-DEN,CORSON-DENNIS 0604
LINE,AE,AE,CORSON,69 KV,COR-SEA0,CORSON -SEAISLE  0780
LINE,AE,AE,CORSON,69 KV,COR-SEA7,CORSON -SEAISLE  0717-1
LINE,AE,AE,COURT,69 KV,COU-MID,COURT-MIDD AE  0798-2
LINE,AE,AE,COURT,69 KV,COU-SWA,COURT-SWAINTON 0611
LINE,AE,AE,CUMB AE,138 KV,CUM-SHE,CUMB AE-SHERMAN 1415
LINE,AE,AE,CUMB AE,138 KV,CUM-UNI,CUMB AE-UNION 1416
LINE,AE,AE,CUMB AE,230 KV,CUM-DEN,CUMB AE-DENNIS  2307
LINE,AE,AE,CUMB AE,230 KV,CUM-ORC,CUMB AE -ORCHARD  CUM-ORC
LINE,AE,AE,DACOSTA,69 KV,DAC-EGG,DACOSTA-EGGHARBO 0779
LINE,AE,AE,DACOSTA,69 KV,DAC-WIN,DACOSTA-WINSLOWA 0731-2
LINE,AE,AE,DENNIS,69 KV,DEN-TUC,DENNIS-TUCKAHOE 0750
LINE,AE,AE,DOROTHY,138 KV,DOR-LEW,DOROTHY-LEWIS 1422
LINE,AE,AE,DOROTHY,138 KV,DOR-MIN,DOROTHY-MINOTOLA DOR-MIN
LINE,AE,AE,EGGHARBO,69 KV,EGG-LEN,EGG HARBOR - LENOX 0794
LINE,AE,AE,ENGLAND,138 KV,ENG-MDT,ENGLAND-MIDDLTAP 1403-1
LINE,AE,AE,ENGLAND,138 KV,ENG-MER,ENGLAND-MERION 1401
LINE,AE,AE,ENGLAND,138 KV,ENG-SCU7,ENGLAND-SCULL 1407-1
LINE,AE,AE,ENGLAND,138 KV,ENG-SCU8,ENGLAND-SCULL 1408-1
LINE,AE,AE,FAIRTON,69 KV,FAI-LAU,FAIRTON-LAUREL 0708
LINE,AE,AE,FAIRTON,69 KV,FAI-NEW,FAIRTON-NEWPORT 0727
LINE,AE,AE,FRANKAE,138 KV,FRA-LAND,FRANKAE-LANDIS  1410
LINE,AE,AE,FRANKAE,138 KV,FRA-MONR,FRANKAE-MONR AE  1420
LINE,AE,AE,GLASSBOR,69 KV,GLA-MON,GLASSBOR-MONR AE 0729-1
LINE,AE,AE,GLASSBOR,69 KV,GLA-ROW,GLASSBOR-ROWAN  0729-2
LINE,AE,AE,HARBORBC,69 KV,HAR-HURO,HARBORBC-HURON HAR-HURO
LINE,AE,AE,HARBORBC,69 KV,HAR-ONTA,HARBORBC-ONTARIO HAR-ONTA
LINE,AE,AE,HIGBEE,69 KV,HIG-LEW1,HIGBEE-LEWIS1 0741
LINE,AE,AE,HIGBEE,69 KV,HIG-LEWI,HIGBEE-LEWIS HIG-LEWI 0751
LINE,AE,AE,HIGBEE,69 KV,HIG-ONT,HIGBEE-ONTARIO 0772
LINE,AE,AE,HIGHST,69 KV,HIG-PAU,HIGHST-PAULSBRO HIG-PAU
LINE,AE,AE,HIGHST,69 KV,HIG-WOO,HIGHST-WOODSTOWN HIG-WOO
LINE,AE,AE,HURON,69 KV,HUR-LEW,HURON-LEWIS 0703
LINE,AE,AE,HURON,69 KV,HUR-ONT,HURON-ONTARIO 0734
LINE,AE,AE,LAKEAVEN,69 KV,LAK-MID,LAKE AVEN. - MIDDLE 0736
LINE,AE,AE,LAKEAVEN,69 KV,LAK-MIDT,LAKE AVEN- MIDD TAP 0798-4
LINE,AE,AE,LAMB,69 KV,LAM-MANT,LAMB-MANTUA LAM-MANT
LINE,AE,AE,LAMB,69 KV,LAM-PIT,LAMB-PITMAN 0787
LINE,AE,AE,LAMB,69 KV,LAM-WEN,LAMB-WENONAH 0785-2
LINE,AE,AE,LANDIS,138 KV,LAN-MIN,LANDIS-MINOTOLA 1409
LINE,AE,AE,LANDIS,138 KV,LAN-MON,LANDIS-MONR AE 1404
LINE,AE,AE,LANDIS,138 KV,LAN-UPP,LANDIS-UPPERPITTSGROVE
LINE,AE,AE,LAUREL,69 KV,LAU-ROA,LAUREL-ROADSTOWN 0799
LINE,AE,AE,LAUREL,69 KV,LAU-WOO,LAUREL-WOODSTOW 0740
LINE,AE,AE,LENOX AE,69 KV,LEN-LEW,LENOX-LEWIS  0721
LINE,AE,AE,LEWIS,138 KV,LEW-MIL3,LEWIS-MILL LEW-MIL3
LINE,AE,AE,LEWIS,138 KV,LEW-MIL4,LEWIS-MILL LEW-MIL4
LINE,AE,AE,LEWIS,69 KV,LEW-MOSS,LEWIS  -MOSSMILL 0701
LINE,AE,AE,LEWIS,69 KV,LEW-ONT2,LEWIS-ONTARIO 0742
LINE,AE,AE,LEWIS,69 KV,LEW-PVL1,LEWIS-PLEASANTVILLE 0771
LINE,AE,AE,LEWIS,69 KV,LEW-PVL3,LEWIS-PLEASANTVILLE 0743
LINE,AE,AE,LINCOLN1,138 KV,LIN-SHE,LINCOLN1-SHERMAN  1414
LINE,AE,AE,LINCOLN1,138 KV,LIN-UNI,LINCOLN1-UNION  1419
LINE,AE,AE,LINCOLN3,69 KV,LIN-SMIL,LINCOLN3-SMILLVIL LIN-SMIL
LINE,AE,AE,LINDENWO,69 KV,LIN-SIL,LINDENWO-SILVERLA 0744
LINE,AE,AE,LINDENWO,69 KV,LIN-STR,LINDENWO-STRATFOR 0728
LINE,AE,AE,MANTUA,69 KV,MAN-MIC,MANTUA-MICKLETO 0748
LINE,AE,AE,MANTUA,69 KV,MAN-WEN,MANTUA-WENONAH 0785-1
LINE,AE,AE,MARVENAE,69 KV,HIG-MARV,HIGBEE-MARVENAE 0601
LINE,AE,AE,MARVENAE,69 KV,MAR-MILL,MARVENAE-MILL 0749
LINE,AE,AE,MICKLETO,230 KV,MIC-CRO,MICLETO-CROWNPNT 2319
LINE,AE,AE,MICKLETO,230 KV,MIC-MON,MICKLETO-MONR AE 2304
LINE,AE,AE,MICKLETO,230 KV,MIC-MON6,MICKLETO-MONR AE 2316
LINE,AE,AE,MICKLETO,230 KV,MIC-THO,MICKLETO-THOROFAR O-2241-1
LINE,AE,AE,MICKLETO,230 KV,MIC-THOR,MICKLETO-THOROFAR W-2275-1
LINE,AE,AE,MICKLETO,69 KV,MIC-RIV,MICKLETON-RIVER 0747
LINE,AE,AE,MICKLETO,69 KV,MIC-VAL,MICKLETO-VALERO 0738
LINE,AE,AE,MICKLETO,69 KV,MIC-VALT,MICKLETO-VALEROTP 0746-1
LINE,AE,AE,MIDD AE,138 KV,MID-MDT,MIDD AE-MIDDLTAP 1413
LINE,AE,AE,MIDD AE,69 KV,MID-MDT,MIDDLE AE-MIDDLETAP 0798-3
LINE,AE,AE,MIDD AE,69 KV,MID-PEER,MIDD AE-PEERMONT 0718
LINE,AE,AE,MIDD AE,69 KV,MID-RIO2,MIDD AE-RIOGRAND 0607
LINE,AE,AE,MIDD AE,69 KV,MID-RIO8,MIDD AE-RIOGRAND 0608
LINE,AE,AE,MILL,138 KV,MIL-SC_7,MILL-SCULL MIL-SC_7
LINE,AE,AE,MILL,138 KV,MIL-SC_8,MILL-SCULL MIL-SC_8
LINE,AE,AE,MILL,69 KV,MIL-SEA,MILL-SEARSTOWN  0775-1
LINE,AE,AE,MILL,69 KV,MIL-TUC,MILL-TUCKAHOE 0750-2
LINE,AE,AE,MONR AE,230 KV,MON-NEW,MONR AE-NEWFREED 2305
LINE,AE,AE,MONR AE,69 KV,MON-PIN,MONR AE-PINEHILL 0752
LINE,AE,AE,MONR AE,69 KV,MON-SIC,MONR AE-SICKLER 0732
LINE,AE,AE,MONR AE,69 KV,MON-TAN,MONR AE-TANSBORO 0754
LINE,AE,AE,MONR AE,69 KV,MON-VINE,MONR AE-VINELAND 0711
LINE,AE,AE,MONR AE,69 KV,MON-WAS,MONR AE-WASHINGT  0786
LINE,AE,AE,MONR AE,69 KV,MON-WIL,MONR AE-WILLIAMT 0716-1
LINE,AE,AE,MONR AE,69 KV,MON-WIN,MONR AE-WINSLOWT 0755-1
LINE,AE,AE,MONR AE,69 KV,MON-WINA,MONR AE-WINSLOWA 0731-1
LINE,AE,AE,MONSANTO,69 KV,MON-NORT,MONSANTO-NORTONVL MON-NORT
LINE,AE,AE,MONSANTO,69 KV,MON-RIV,MONSANTO-RIVER  0763
LINE,AE,AE,MOSSMILL,69 KV,MOS-MOTT,MOSSMILL-MOTTS MOS-MOTT
LINE,AE,AE,NEWPORT,69 KV,NEW-SML,NEWPORT-SMILLVILL 0762
LINE,AE,AE,NORTONVL,69 KV,NOR-OLDM,NORTONVL-OLDMAN   NOR-OLDM
LINE,AE,AE,OLDMAN,69 KV,OLD-PEN,OLDMAN -PENNSGRO 0704
LINE,AE,AE,ONTARIO,69 KV,ONT-SEAR,ONTARIO-SEARSTOW 0602
LINE,AE,AE,ORCHARD,500 KV,ORC-SAL,ORCHARD-SALEM 5021
LINE,AE,AE,PAULSBRO,69 KV,PAU-VAL,PAULSBRO-VALERO 0774
LINE,AE,AE,PAULSBRO,69 KV,PAU-VALT,PAULSBRO-VALEROTP
LINE,AE,AE,PEERMONT,69 KV,PEE-SWAI,PEERMONT-SWAINTON 0797
LINE,AE,AE,PINEHILL,69 KV,PIN-PIN,PINEHILL-PINEHTAP 0728-2
LINE,AE,AE,PINEHILL,69 KV,PIN-TER,PINEHILL-TERRACE 0756-1
LINE,AE,AE,PINEHTAP,69 KV,PIN-SIC,PINEHTAP-SICKLER 0728-1
LINE,AE,AE,PINEHTAP,69 KV,PIN-STR,PINEHTAP-STRATFOR 0728-3
LINE,AE,AE,PITMAN,69 KV,PIT-ROW,PITMAN-ROWAN PIT-ROW 0793
LINE,AE,AE,PITMAN,69 KV,PIT-TER,PITMAN-TERRACE 0756-2
LINE,AE,AE,PITMAN,69 KV,PIT-WAS,PITMAN-WASHINGT 0753
LINE,AE,AE,QUINTON,69 KV,QUI-ROA,QUINTON-ROADSTOWN 0606
LINE,AE,AE,SALEM AE,69 KV,SAL-WOO,SALEM-WOODSTOW 0724
LINE,AE,AE,SEAISLE,69 KV,SEA-SWA,SEAISLE-SWAINTON 0717-3
LINE,AE,AE,SECONDST,69 KV,SEC-SHE1,SECONDST-SHERMAN 1 0757
LINE,AE,AE,SECONDST,69 KV,SEC-SHE2,SECONDST-SHERMAN 2 0758
LINE,AE,AE,SECONDST,69 KV,SEC-SML,SECONDST-SMILLVIL 0733
LINE,AE,AE,SHERMAN,69 KV,SHE-VIN,SHERMAN-VINELAND 0761
LINE,AE,AE,SICKLER,69 KV,SIC-TAN,SICKLER-TANSBORO 0776
LINE,AE,AE,VALERO,69 KV,VAL-VALT,VALERO-VALEROTP
LINE,AE,AE,WILLIAMS,69 KV,WIL-WILT,WILLIAMS-WILLIAMT 0716-3
LINE,AE,AE,WILLIAMS,69 KV,WIL-WIN,WILLIAMS-WINSLOWT 0755-3
LINE,AE,AE,WINSLOW,69 KV,WIN-WINA,WINSLOW-WINSLOWA 0731-3
LINE,AE,AE,WINSLOW,69 KV,WIN-WINT,WINSLOW-WINSLOWT 0755-2
LINE,AEP,AEP-AP,ABERT,69 KV,ABE-REU1,ABERT-REUSENS
LINE,AEP,AEP-AP,ABERT,69 KV,ABE-SKI,ABERT-SKIMMER ABE-SKI
LINE,AEP,AEP-AP,ABINGDON,138 KV,ABI-CLI1,ABINGDON-CLINCHRI
LINE,AEP,AEP-AP,ABINGDON,138 KV,ABI-SAB,ABINGDON-SABINGDN ABI-SAB
LINE,AEP,AEP-AP,ALLOY,138 KV,ALL-KAN1,ALLOY-KANAWHAR
LINE,AEP,AEP-AP,ALUMRIDG,138 KV,ALU-CLA1,ALUMRIDG-CLAYTOR
LINE,AEP,AEP-AP,ALUMRIDG,138 KV,ALU-FLO1,ALUMRIDG-FLOYD
LINE,AEP,AEP-AP,AMALLOY,138 KV,AMA-SPO1,AMALLOY-SPORNAEP
LINE,AEP,AEP-AP,AMBLERR,138 KV,AMB-LIN,AMBLERR-LINDENRD TIE
LINE,AEP,AEP-AP,AMBLERR,138 KV,AMB-THO,AMBLERR-THOROFSS AMB-THO
LINE,AEP,AEP-AP,AMOS,138 KV,AMO-BAN1,AMOS-BANCROFT
LINE,AEP,AEP-AP,AMOS,138 KV,AMO-CRO,AMOS    -CROOKEDC AMO-CRO
LINE,AEP,AEP-AP,AMOS,138 KV,AMO-CUR1,AMOS-CURRY
LINE,AEP,AEP-AP,AMOS,138 KV,AMO-DAL,AMOS-DALEWOOD AMO-DAL
LINE,AEP,AEP-AP,AMOS,138 KV,AMO-LAK,AMOS    -LAKEVIE1 AMO-LAK
LINE,AEP,AEP-AP,AMOS,138 KV,AMO-LAN,AMOS-LANHAM1 AMO-LAN
LINE,AEP,AEP-AP,AMOS,138 KV,AMO-ORT,AMOS-ORTIN AMO-ORT
LINE,AEP,AEP-AP,AMOS,138 KV,AMO-STA1,AMOS-STALBANS
LINE,AEP,AEP-AP,AMOS,138 KV,AMO-TAC1,AMOS-TACKETTC
LINE,AEP,AEP-AP,AMOS,138 KV,AMO-TUR1,AMOS-TURNER
LINE,AEP,AEP-AP,AMOS,345 KV,AMO-KAN1,AMOS-KANAWHAR
LINE,AEP,AEP-AP,AMOS,345 KV,AMO-SPO1,AMOS-SPORNAEP
LINE,AEP,AEP-AP,AMOS,765 KV,AMO-CUL1,AMOS-CULLODE2
LINE,AEP,AEP-AP,AMOS,765 KV,AMO-MOU1,AMOS-MOUNTAIN
LINE,AEP,AEP-AP,AMOS,765 KV,AMO-NPR1,AMOS-NPROCTO2
LINE,AEP,AEP-AP,ANGELBRA,138 KV,ANG-GRA1,ANGELBRA-GRASSYFO
LINE,AEP,AEP-AP,ANGELBRA,138 KV,ANG-HOP1,ANGELBRA-HOPKINS
LINE,AEP,AEP-AP,ANGELBRA,138 KV,ANG-STA1,ANGELBRA-STALBANS
LINE,AEP,AEP-AP,APPLEGRO,138 KV,APP-MER1,APPLEGRO-MERCERBU
LINE,AEP,AEP-AP,APPLEGRO,138 KV,APP-SCO,APPLEGRO-SCOTTOWN
LINE,AEP,AEP-AP,APPLEGRO,138 KV,APP-SHE1,APPLEGRO-SHELLOIL 1
LINE,AEP,AEP-AP,APPLEGRO,138 KV,APP-SHE2,APPLEGRO-SHELLOIL 2
LINE,AEP,AEP-AP,ASHEVANS,69 KV,ASH-ASH2,ASHEVANS-ASHOIL1
LINE,AEP,AEP-AP,ASHEVANS,69 KV,ASH-ENG1,ASHEVANS-ENGLANDH
LINE,AEP,AEP-AP,ASHOIL1,69 KV,ASH-LEA1,ASHOIL1-LEACH
LINE,AEP,AEP-AP,ASTON,138 KV,AST-BIG,ASTON   -BIGGRAVE AST-BIG
LINE,AEP,AEP-AP,ASTON,138 KV,AST-WAY,ASTON-WAYMAN AST-WAY
LINE,AEP,AEP-AP,ATKINS,138 KV,ATK-RUR1,ATKINS-RURALRET
LINE,AEP,AEP-AP,ATKINS,138 KV,ATK-SMY1,ATKINS-SMYTH
LINE,AEP,AEP-AP,AUSTINVI,138 KV,AUS-JUB1,AUSTINVI-JUBALEAR
LINE,AEP,AEP-AP,AUSTINVI,138 KV,AUS-WYT1,AUSTINVI-WYTHE
LINE,AEP,AEP-AP,AXTONAEP,138 KV,AXT-DAN1,AXTONAEP-DANVILLE 1
LINE,AEP,AEP-AP,AXTONAEP,138 KV,AXT-DAN2,AXTONAEP-DANVILLE 2
LINE,AEP,AEP-AP,AXTONAEP,138 KV,AXT-MAR1,AXTONAEP-MARTINSV
LINE,AEP,AEP-AP,AXTONAEP,138 KV,AXT-STO1,AXTONAEP-STOCKTO2
LINE,AEP,AEP-AP,AXTONAEP,765 KV,AXT-JAC1,AXTONAEP-JACKSONS
LINE,AEP,AEP-AP,BAILEYSV,138 KV,BAI-BOL1,BAILEYSV-BOLTTAP
LINE,AEP,AEP-AP,BAILEYSV,138 KV,BAI-KOP1,BAILEYSV-KOPPERST
LINE,AEP,AEP-AP,BAILEYSV,138 KV,BAI-PAD1,BAILEYSV-PADFORK
LINE,AEP,AEP-AP,BAILEYSV,138 KV,BAI-TRA1,BAILEYSV-TRAILFOR
LINE,AEP,AEP-AP,BAILEYSV,138 KV,BAI-WYO1,BAILEYSV-WYOMING2 1
LINE,AEP,AEP-AP,BAILEYSV,138 KV,BAI-WYO2,BAILEYSV-WYOMING2 2
LINE,AEP,AEP-AP,BALLOU,69 KV,BAL-DAN,BALLOU-DANVILLE BAL-DAN
LINE,AEP,AEP-AP,BALLOU,69 KV,BAL-STA,BALLOU-STATELAP BAL-STA
LINE,AEP,AEP-AP,BALLSGAP,138 KV,BAL-HAS,BALLSGAP-HASHRIDG BAL-HAS
LINE,AEP,AEP-AP,BALLSGAP,138 KV,BAL-POP,BALLSGAP-POPLARFO BAL-POP
LINE,AEP,AEP-AP,BANCROFT,138 KV,BAN-SBU1,BANCROFT-SBUFFALO
LINE,AEP,AEP-AP,BANISTER,138 KV,BAN-BAN1,BANISTER-BANISTE4 BAN-BAN1
LINE,AEP,AEP-AP,BANISTER,138 KV,BAN-BEA1,BANISTER-BEARSKIN BAN-BEA1
LINE,AEP,AEP-AP,BARNETT,69 KV,BAR-DAR,BARNETT-DARRAH BAR-DAR
LINE,AEP,AEP-AP,BARNETT,69 KV,BAR-WHU,BARNETT-WHUNTING BAR-WHU
LINE,AEP,AEP-AP,BASSETT,69 KV,BAS-FIE,BASSETT-FIELDALE BAS-FIE
LINE,AEP,AEP-AP,BASSETT,69 KV,BAS-WBA,BASSETT-WBASSETT BAS-WBA
LINE,AEP,AEP-AP,BATTLERU,138 KV,BAT-VAL,VALLEYGR-BATTLERU BAT-VAL
LINE,AEP,AEP-AP,BATTLERU,138 KV,BAT-WLI,WLIBERTY-BATTLERU BAT-WLI
LINE,AEP,AEP-AP,BEARSKIN,138 KV,BEA-BEA1,BEARSKIN-BEARSKI4 BEA-BEA1
LINE,AEP,AEP-AP,BEARWALO,138 KV,BEA-FAR,BEARWALO-FARDAY BEA-FAR
LINE,AEP,AEP-AP,BEARWALO,69 KV,BEA-JEW,BEARWALO-JEWELL BEA-JEW
LINE,AEP,AEP-AP,BELLE,46 KV,BEL-KAN1,BELLE-KANACITY
LINE,AEP,AEP-AP,BELLE,46 KV,BEL-LIQ1,BELLE-LIQUID
LINE,AEP,AEP-AP,BELLE,46 KV,BEL-MAR1,BELLE-MARMETSS
LINE,AEP,AEP-AP,BELVAAEP,138 KV,BEL-CAR1,BELVAAEP-CARBOND2
LINE,AEP,AEP-AP,BELVAAEP,138 KV,BEL-JON,BELVA-JONESTAP
LINE,AEP,AEP-AP,BENINGTN,138 KV,BEN-HUNT,BENINGTN-HUNTINCT BEN-HUNT
LINE,AEP,AEP-AP,BENINGTN,138 KV,BEN-ROAN,BENINGTN-ROANOKE BEN-ROAN
LINE,AEP,AEP-AP,BENTMOUN,138 KV,BEN-CLE1,BENTMOUN-CLEARBRO
LINE,AEP,AEP-AP,BENTMOUN,138 KV,BEN-MAT1,BENTMOUN-MATTFUN2
LINE,AEP,AEP-AP,BERWIND,138 KV,BER-FAR,BERWIND-FARDAY BER-FAR
LINE,AEP,AEP-AP,BERWIND,138 KV,BER-YUK,BERWIND-YUKONAEP BER-YUK
LINE,AEP,AEP-AP,BETHLEHE,138 KV,BET-BRU,BETHLEHE-BRUES    BET-BRU
LINE,AEP,AEP-AP,BETHLEHE,138 KV,BET-COU,BETHLEHE-COUNTYLI BET-COU
LINE,AEP,AEP-AP,BETHMETE,138 KV,BET-HOP1,BETHMETE-HOPKINS
LINE,AEP,AEP-AP,BIGGRAVE,138 KV,BIG-GEO1,BIGGRAVE-GEORGEWA
LINE,AEP,AEP-AP,BIGGRAVE,138 KV,BIG-KAM,BIGGRAVE-KAMMER2
LINE,AEP,AEP-AP,BIGGRAVE,138 KV,BIG-SAN,BIGGRAVE-SANDHIL2 BIG-SAN
LINE,AEP,AEP-AP,BIM,138 KV,BIM-WHA1,BIM-WHARTONT
LINE,AEP,AEP-AP,BLAINE,138 KV,BLA-FRA1,BLAINE-FRANKLI2
LINE,AEP,AEP-AP,BLAINE,138 KV,BLA-ROA1,BLAINE-ROANOKE
LINE,AEP,AEP-AP,BLAINE,138 KV,BLAI-WES,BLAINE  -WESTLAKE BLAI-WES
LINE,AEP,AEP-AP,BLUEFIEL,138 KV,BLU-SBL1,BLUEFIEL-SBLUEFIE
LINE,AEP,AEP-AP,BLUERDGE,34.5 KV,BLU-CUM,BLUERDGE-CUMBLAEP BLU-CUM
LINE,AEP,AEP-AP,BLUERDGE,34.5 KV,BLU-HOL,BLUERDGE-HOLSTON  BLU-HOL
LINE,AEP,AEP-AP,BOLT,138 KV,BOL-BOL1,BOLT-BOLTTAP
LINE,AEP,AEP-AP,BONSACK,138 KV,BON-CLO1,BONSACK-CLOVERD2
LINE,AEP,AEP-AP,BONSACK,138 KV,BON-VIN1,BONSACK-VINTON
LINE,AEP,AEP-AP,BOONSBO2,138 KV,BOO-FOR1,BOONSBO2-FOREST2
LINE,AEP,AEP-AP,BOONSBO2,138 KV,BOO-REU1,BOONSBO2-REUSENS
LINE,AEP,AEP-AP,BORDENML,34.5 KV,BOR-CUM,BORDENML-CUMBLAEP BOR-CUM
LINE,AEP,AEP-AP,BORDENML,34.5 KV,BOR-HOL,BORDENML-HOLSTON  BOR-HOL
LINE,AEP,AEP-AP,BORDERLA,138 KV,BOR-CIN1,BORDERLA-CINDEREL
LINE,AEP,AEP-AP,BOTETOUR,69 KV,BOT-CLOV,BOTETOUR-CLOVERD2 BOT-CLOV
LINE,AEP,AEP-AP,BOTETOUR,69 KV,BOT-TRIN,BOTETOUR-TRINTY BOT-TRIN
LINE,AEP,AEP-AP,BOXWOOD,138 KV,BOX-CLI1,BOXWOOD-CLIFFORD
LINE,AEP,AEP-AP,BOXWOOD,138 KV,BOX-REU1,BOXWOOD-REUSENS
LINE,AEP,AEP-AP,BOXWOOD,138 KV,BOX-RIV1,BOXWOOD-RIVERVIL
LINE,AEP,AEP-AP,BRADLEY,138 KV,BRA-DAM1,BRADLEY-DAMERON
LINE,AEP,AEP-AP,BRADLEY,138 KV,BRA-GRA1,BRADLEY-GRANDVAP
LINE,AEP,AEP-AP,BRADLEY,138 KV,BRA-KIN1,BRADLEY-KINCAIDA
LINE,AEP,AEP-AP,BRADLEY,138 KV,BRA-MOL,BRADLEY-MOLLYCRK BRA-MOL
LINE,AEP,AEP-AP,BRADLEY,138 KV,BRA-PXBR,BRADLEY-PXBRANCH BRA-PXBR
LINE,AEP,AEP-AP,BRADLEY,69 KV,BRA-PRI1,BRADLEY-PRINCE
LINE,AEP,AEP-AP,BRIDGE,69 KV,BRI-CHES,BRIDGE-CHESTER2 BRI-CHES
LINE,AEP,AEP-AP,BRIDGE,69 KV,BRI-GREE,BRIDGE-GREENB69 BRI-GREE
LINE,AEP,AEP-AP,BROADFO2,138 KV,BRO-CLA1,BROADFO2-CLAYPOOL
